path,label,source_dir,duration,rms_mean,rms_std,zero_crossing_rate_mean,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,tempo,silence_low_energy_ratio,loudness_jump_mean,loudness_jump_p95,loudness_transition_score
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/644e73412806763103d42affe799481543232bf7.m4a,0,regular-songs-full,204.4517006802721,0.157191202044487,0.0674516558647155,0.106040925132722,2289.6839701377107,423.1795239771869,5123.646688537113,878.2593593843792,2484.8532024847987,217.14152524598992,0.0,0.2000908471496706,0.548373281955719,1.5778030157089231,0.0005678591709256
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/1c7ad53fb8d9af419b0b1e6e04de6c9c9e5e42fe.mp3,0,regular-songs-full,32.810702947845805,0.2024607807397842,0.0377192720770835,0.1704312207169377,2876.250175031479,490.27672822287354,5651.25514870823,1054.9533300289122,2517.633994637376,262.8339857527671,0.0,0.2001414427157001,0.6992343664169312,2.0850605964660645,0.0007077140835102
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/1bec6bc532aeef1bc779d3b8525e75c84d190706.m4a,0,regular-songs-full,133.44507936507935,0.4302428066730499,0.0805300399661064,0.0263780608472512,1171.5789542516293,826.1402326725487,2478.2027019588336,2220.996406986442,1807.0627499061395,699.8091608992073,0.0,0.2000695894224078,0.5480318665504456,1.6596028804779053,0.0006960153123368
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/melody.ogg,1,bypass-audios-full,132.9471655328798,0.075542077422142,0.0107865966856479,0.1679192055699877,3349.137108751323,833.568394859834,7007.675596204538,1235.704070425008,2950.7899361043196,249.7538127725771,0.0,0.2001397135871463,0.3261634409427643,0.906982421875,0.0001746724890829
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/AR.ogg,1,bypass-audios-full,181.29433106575965,0.2113653421401977,0.0628143325448036,0.123350800060835,2416.4374386915706,954.4312431346252,4757.2893642988365,1956.9913504776907,2342.714191458792,566.186040503823,0.0,0.2000512295081967,0.5249305367469788,1.3749423027038574,0.0056359677212757
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/62a16b82738eb319e1b15dd4bf15b7457c82b439.m4a,0,regular-songs-full,202.4315646258503,0.359975665807724,0.1405185163021087,0.0754534256186202,1896.3956078871256,630.4524506587161,4026.768256868979,1396.528239626484,2139.207738314174,432.46645730524034,0.0,0.2000229384103681,0.545302152633667,1.6532349586486816,0.0018352833218628
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/rare song 2x no loud.ogg,1,bypass-audios-full,155.1934693877551,0.2753246128559112,0.1465021669864654,0.0741513958239826,1974.7437468841767,931.25269580102,4043.7142226597566,2084.464142267742,2012.279807944004,823.0926597467862,0.0,0.200029922202274,0.3206422924995422,1.0325324535369873,0.0010474337872213
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/b6fbac093ec334f45479b5643a97ad02d9c8707f.mp3,0,regular-songs-full,97.320589569161,0.3601488471031189,0.1828068196773529,0.0212204328930104,1037.6372002118717,557.6625920249484,2070.5674732004413,1596.7201246828267,1900.68893393519,474.2255447107585,0.0,0.2001431297709923,1.913249969482422,4.045573711395264,0.0100214745884037
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/nono.ogg,1,bypass-audios-full,119.78875283446712,0.0879215225577354,0.0490499660372734,0.0854852790632874,2005.3789033879689,739.7756205303812,4248.026402963874,1671.035702538817,2207.923031045869,542.9062756239497,0.0,0.2000387672029463,1.277294397354126,3.996898889541626,0.0166731291198138
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/e4b9b3275686828efd2cdeb899fd281a94bf0f8c.m4a,0,regular-songs-full,252.05260770975056,0.2692055702209472,0.06973148137331,0.1606912184218404,3416.9161575298313,909.3947648736656,6646.273922902657,1378.439795212562,2798.8272387326174,335.71655432823104,0.0,0.2000736919675755,0.4585161209106445,1.361336350440979,0.0005527406725011
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/e9e2140fdae0ec556483589e101232c0ee5f35d5.mp3,0,regular-songs-full,181.0,0.3413930535316467,0.1479201465845108,0.0571355452716136,2015.0952552833423,741.7038314883278,4495.453892370687,1648.745927011108,2331.6198150291725,494.2982064751781,0.0,0.2001026167265264,0.7041655778884888,2.2830705642700195,0.0033354714560615
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/Hit! 1-800WRLD.ogg,1,bypass-audios-full,132.1273469387755,0.0913566052913665,0.0537353865802288,0.0934614584706114,2046.913514699633,1252.46497596195,3910.317689114391,2323.2731058888407,2058.025971721239,738.1822441925885,0.0,0.2001405728342997,1.298255205154419,4.352430820465088,0.0307557117750439
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/02. Tay-K — Erupt.m4a,1,bypass-audios-full,107.25297052154195,0.3866285681724548,0.1194215044379234,0.0764767865597943,2639.899278212522,878.013037914006,5974.836980646307,1696.564831952627,2794.5089560922743,470.5198201387516,0.0,0.2,0.4155792593955993,1.773127198219299,0.004762935700368
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/64758189ff73262de647f1291815fc7e22d9fc40.mp3,0,regular-songs-full,119.8,0.2324518710374832,0.0939022228121757,0.0998027003088662,2674.3999663157692,1026.9507379682657,5711.129192973292,2012.3350287780315,2620.026361866574,625.9512349483414,0.0,0.2,0.6985190510749817,2.1773557662963867,0.0034890482651676
/Volumes/bleh/audiodeleto-dataset/regular-songs-full/7c068f80d8ebf60bee87f6fa43b8555252e6a66f.m4a,0,regular-songs-full,180.4887074829932,0.2684722244739532,0.1268766373395919,0.0795609513683432,2403.157993773133,721.5831233252778,5381.597292708468,1364.801764515927,2590.5803926067106,401.61174682535625,0.0,0.2000257267815796,0.4879397749900818,1.524970769882202,0.0036022127878553
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/Gem.ogg,1,bypass-audios-full,116.44453514739229,0.238271027803421,0.0791806802153587,0.1188004346335992,2733.2096915595544,1051.543435710091,5608.70811880764,1910.5636647828696,2652.467048542559,486.7580418232939,0.0,0.2,0.5978641510009766,1.7884371280670166,0.0017949740725967
/Volumes/bleh/audiodeleto-dataset/bypass-audios-full/River_SFX_Cool.ogg,1,bypass-audios-full,112.31038548752836,0.0385131128132343,0.0161546114832162,0.1443233998669113,2689.309305409484,1123.5197506113038,5340.078563110528,2002.4136117930611,2387.2202095180137,606.745751220922,0.0,0.2001240438288195,0.7249538898468018,2.1302242279052734,0.0016542597187758
